jp,en,file
ロボロボ団ザコ男A,Rubberobo-Dan Zako-Man A,romfs\story\spt\f00_010_901_00.spt
ロボロボ団ザコ男B,Rubberobo-Dan Zako-Man B,romfs\story\spt\f00_010_901_00.spt
主人公1,Main character 1,romfs\story\spt\f00_010_901_00.spt
主人公2,Main character 2,romfs\story\spt\f00_010_901_00.spt
全体,whole,romfs\story\spt\f00_010_901_00.spt
坂1,slope 1,romfs\story\spt\f00_010_901_00.spt
妹メダ,Sister Meda,romfs\story\spt\f00_010_901_00.spt
妹メダ1,Sister Meda 1,romfs\story\spt\f00_010_901_00.spt
妹メダ退場,Sister Meda Exit,romfs\story\spt\f00_010_901_00.spt
扉,door,romfs\story\spt\f00_010_901_00.spt
校長1,Principal1,romfs\story\spt\f00_010_901_00.spt
校長2,Principal 2,romfs\story\spt\f00_010_901_00.spt
注視点1,Gazing point 1,romfs\story\spt\f00_010_901_00.spt
注視点2,Gazing point 2,romfs\story\spt\f00_010_901_00.spt
着陸,landing,romfs\story\spt\f00_010_901_00.spt
見物1,Sightseeing 1,romfs\story\spt\f00_010_901_00.spt
見物2,Sightseeing 2,romfs\story\spt\f00_010_901_00.spt
見物3,Sightseeing3,romfs\story\spt\f00_010_901_00.spt
見物4,Sightseeing 4,romfs\story\spt\f00_010_901_00.spt
見物5,Sightseeing5,romfs\story\spt\f00_010_901_00.spt
見物6,Observation 6,romfs\story\spt\f00_010_901_00.spt
見物客A,Spectator A,romfs\story\spt\f00_010_901_00.spt
見物客B,Onlookers B,romfs\story\spt\f00_010_901_00.spt
見物客C,Spectator C,romfs\story\spt\f00_010_901_00.spt
見物客D,Onlooker D,romfs\story\spt\f00_010_901_00.spt
見物客E,Onlookers E,romfs\story\spt\f00_010_901_00.spt
見物客F,Onlookers F,romfs\story\spt\f00_010_901_00.spt
車前,"plantain (esp. Asian plantain, Plantago asiatica)",romfs\story\spt\f00_010_901_00.spt
転入生_ロボロボ,Transfer student_Rubberobo,romfs\story\spt\f00_010_901_00.spt
飛行機,airplane,romfs\story\spt\f00_010_901_00.spt
飛行機影,silhouette of an airplane (airplane),romfs\story\spt\f00_010_901_00.spt
主人公の妹,Main character's sister,romfs\story\spt\f00_030_910_00.spt
入室,entering a room,romfs\story\spt\f00_030_910_00.spt
退室,exit from a room,romfs\story\spt\f00_030_910_00.spt
お兄ちゃん！大変！,"Big brother! Oh, my God!",romfs\story\spt\f00_030_910_00_t011.spt
アサヒ,Asahi (company),romfs\story\spt\f00_030_910_00_t011.spt
大変って…　なにが？,How hard is it... what?,romfs\story\spt\f00_030_910_00_t011.spt
ほらほら、おっきな封筒！,"There you go, big envelope!",romfs\story\spt\f00_030_910_00_t012.spt
ジャ～ン！！,Ta-da!,romfs\story\spt\f00_030_910_00_t012.spt
差出人は…,Sent by...,romfs\story\spt\f00_030_910_00_t012.spt
郵便きてる！,It's coming in the mail!,romfs\story\spt\f00_030_910_00_t012.spt
えええっ！？,"Yeah, yeah, yeah!",romfs\story\spt\f00_030_910_00_t013.spt
て…,I'll get it...,romfs\story\spt\f00_030_910_00_t013.spt
なになに、ＭＥＤＡ学院…,"What is it, MEDA Institute...",romfs\story\spt\f00_030_910_00_t013.spt
早く開けてみてよ、お兄ちゃん！,"Hurry up and open it, brother!",romfs\story\spt\f00_030_910_00_t013.spt
きゃ～～～！合格だって！,Kya~~! He passed the exam!,romfs\story\spt\f00_030_910_00_t021.spt
すごいすご～い！,Amazing amazing~!,romfs\story\spt\f00_030_910_00_t021.spt
ママぁ！聞いてきいて、お兄ちゃんが――,"Oh, Mom! Listen, listen, listen. My brother...",romfs\story\spt\f00_030_910_00_t022.spt
うれしいよ。,I'm glad.,romfs\story\spt\f00_030_910_00_t023.spt
そりゃ、うれしいけど…,"Well, I'm happy for you, but...",romfs\story\spt\f00_030_910_00_t023.spt
なんで今さら…,Why now...,romfs\story\spt\f00_030_910_00_t023.spt
入学式もとっくに終わってるっていうのに。,Even though the entrance ceremony is long over.,romfs\story\spt\f00_030_910_00_t023.spt
学校前,before school,romfs\story\spt\f00_040_500_00.spt
…あそこだ。,...there.,romfs\story\spt\f00_040_500_00_t011.spt
上端,top,romfs\story\spt\f01_010_115_00.spt
寮前,In front of dormitory,romfs\story\spt\f01_010_120_05.spt
生徒会長と寮へ,To the dormitory with the student body president,romfs\story\spt\f01_010_150_10.spt
男子寮,men's dormitory,romfs\story\spt\f01_010_150_10.spt
男子寮カメラ,Men's dormitory camera,romfs\story\spt\f01_010_150_10.spt
男子寮スタート,Men's dormitory start,romfs\story\spt\f01_010_150_10.spt
自室,one's own room,romfs\story\spt\f01_020_155_00.spt
イス１２,Chair 12.,romfs\story\spt\f01_040_117_00.spt
イス１３,Chair 13.,romfs\story\spt\f01_040_117_00.spt
セクターの席,Sector Seats,romfs\story\spt\f01_040_117_00.spt,romfs\story\spt\f11_140_113_00_t021.spt
リュウセイ_メダ,Ryusei_Meda,romfs\story\spt\f01_040_117_00.spt
リュウセイと会話,Conversation with Ryusei,romfs\story\spt\f01_040_117_00.spt,romfs\story\spt\f11_170_953_20_t051.spt
主人公の席,Seat of the protagonist,romfs\story\spt\f01_040_117_00.spt
主人公付近1,Main character vicinity 1,romfs\story\spt\f01_040_117_00.spt
主人公付近2,Main character vicinity 2,romfs\story\spt\f01_040_117_00.spt
主人公付近3,Main character vicinity 3,romfs\story\spt\f01_040_117_00.spt
主人公付近4,Main character vicinity 4,romfs\story\spt\f01_040_117_00.spt
主人公付近5,Main character vicinity 5,romfs\story\spt\f01_040_117_00.spt
主人公付近6,Main character vicinity 6,romfs\story\spt\f01_040_117_00.spt
主人公付近7,Main character vicinity 7,romfs\story\spt\f01_040_117_00.spt
席へ,Take your seats.,romfs\story\spt\f01_040_117_00.spt
担任の先生,homeroom teacher,romfs\story\spt\f01_040_117_00.spt
教壇へ,To the Pulpit,romfs\story\spt\f01_040_117_00.spt
教室イベント後,After Classroom Event,romfs\story\spt\f01_040_117_00.spt
教室中央,Center of classroom,romfs\story\spt\f01_040_117_00.spt
生徒女1年_A,"Student Woman, 1st year_A",romfs\story\spt\f01_040_117_00.spt
生徒女1年_B,"Student Woman, 1st year_B",romfs\story\spt\f01_040_117_00.spt
生徒女1年_C,"Student Woman, 1st year_C",romfs\story\spt\f01_040_117_00.spt
生徒女1年_D,"Student Woman, 1st year_D",romfs\story\spt\f01_040_117_00.spt
生徒男1年_B,"Student male, 1st year_B",romfs\story\spt\f01_040_117_00.spt
生徒男1年_D,"Student male, 1st year_D",romfs\story\spt\f01_040_117_00.spt
スタート上,start-stop,romfs\story\spt\f01_040_117_20.spt
生徒女1年_A_メダ,Student Woman 1st_Year_A_Med.,romfs\story\spt\f01_040_117_20.spt
生徒女1年_B_メダ,Student Woman 1st_Year_B_Med.,romfs\story\spt\f01_040_117_20.spt
生徒女1年_C_メダ,"Student Woman, 1st year_C_Med.",romfs\story\spt\f01_040_117_20.spt
生徒女1年_D_メダ,Student Woman 1st_Year_D_Med.,romfs\story\spt\f01_040_117_20.spt
生徒男1年_B_メダ,Student-Male-1-year_B_Med.,romfs\story\spt\f01_040_117_20.spt
生徒男1年_C_メダ,StudentMale1Year_C_Med.,romfs\story\spt\f01_040_117_20.spt
生徒男1年_D_メダ,"Student man, 1st_year_D_meda",romfs\story\spt\f01_040_117_20.spt
生徒男1年_E,"Student male, 1st year_E",romfs\story\spt\f01_050_117_00.spt
生徒男1年_E_メダ,"Student man, 1st year_E_Med.",romfs\story\spt\f01_050_117_00.spt
生徒男1年_E付近,"Student male, 1st year_near E",romfs\story\spt\f01_050_117_00.spt
ミオ_メダ,Mio_Meda,romfs\story\spt\f01_055_150_00.spt
ミオとアオイF01,Mio and Aoi F01,romfs\story\spt\f01_055_150_00.spt
左出口前,Before left exit,romfs\story\spt\f01_055_150_00.spt
そうです,That's right.,romfs\story\spt\f01_070_165_00.spt
セクター1,Sector 1,romfs\story\spt\f01_070_165_00.spt
セクター2,Sector 2,romfs\story\spt\f01_070_165_00.spt
リュウセイ_メダ移動,Ryusei_Meda Movement,romfs\story\spt\f01_070_165_00.spt
レスキュー部長0,Rescue Director 0,romfs\story\spt\f01_070_165_00.spt
レスキュー部長1,Rescue Director 1,romfs\story\spt\f01_070_165_00.spt
レスキュー部長_メダ,Rescue Director_Meda,romfs\story\spt\f01_070_165_00.spt
右から左,from right to left,romfs\story\spt\f01_070_165_00.spt
違います,"No, sir.",romfs\story\spt\f01_070_165_00.spt
ちがいます,"No, sir, it's not.",romfs\story\spt\f01_080_164_10.spt
やっぱりやめる,give up after all,romfs\story\spt\f01_080_164_10.spt
受けてみる,I'll take it.,romfs\story\spt\f01_080_164_10.spt
生徒女3年_E,"Student Woman, 3rd year_E",romfs\story\spt\f01_080_164_10.spt
セクター合流,sector confluence,romfs\story\spt\f01_090_167_00.spt
扉2,Door 2,romfs\story\spt\f01_090_167_00.spt
階段前,before the stairs,romfs\story\spt\f01_090_167_10.spt
階段降り,going down stairs,romfs\story\spt\f01_090_167_10.spt
イベントトリガー１,Event Trigger 1,romfs\story\spt\f01_110_162_00.spt
ブリキ,tin plate,romfs\story\spt\f01_110_162_00.spt
ブリキオー,tin-o,romfs\story\spt\f01_110_162_00.spt
ボックス位置,box position,romfs\story\spt\f01_130_161_00.spt
探検部長_メダ,Exploration Director_Meda,romfs\story\spt\f01_130_161_00.spt
生徒会長1,Student Body President 1,romfs\story\spt\f01_130_161_00.spt
リュウセイ退室,Lusei leaving the room,romfs\story\spt\f02_000_117_00.spt
えっと――,Uh...,romfs\story\spt\f02_000_117_00_t001.spt
そうなんだよ。,That's right.,romfs\story\spt\f02_000_117_00_t001.spt
だーっはっはっは！,Dahhhhhh!,romfs\story\spt\f02_000_117_00_t001.spt
なんだか気がついたらそうなってて…,I kind of found myself doing that...,romfs\story\spt\f02_000_117_00_t001.spt
探検部…　う～ん…,Exploration club... hmmm...,romfs\story\spt\f02_000_117_00_t001.spt
探検部ぅ…！？,Exploration club...!,romfs\story\spt\f02_000_117_00_t001.spt
探検部なんて初めて聞いたよ。,I've never heard of an exploration club before.,romfs\story\spt\f02_000_117_00_t001.spt
部室はどこにあるの？,Where are the club rooms located?,romfs\story\spt\f02_000_117_00_t001.spt
そうかー。,I see.,romfs\story\spt\f02_000_117_00_t002.spt
でもまー良かったんじゃね？,"But, well, it was good, wasn't it?",romfs\story\spt\f02_000_117_00_t002.spt
どこも入れてもらえなくて,I couldn't get in anywhere.,romfs\story\spt\f02_000_117_00_t002.spt
なにしてんだか、よくわかんねー部だよな？,"I don't know what you're doing, I don't know what you're doing in this department, right?",romfs\story\spt\f02_000_117_00_t002.spt
はっはっはー！,Hahaha!,romfs\story\spt\f02_000_117_00_t002.spt
よりによって探検部かよ。,"An exploration club, of all things.",romfs\story\spt\f02_000_117_00_t002.spt
アレだろ？,"That's it, right?",romfs\story\spt\f02_000_117_00_t002.spt
ソッコー退学かってシンパイしてたんだぜ。,He was so excited that he wanted to drop out of school right away.,romfs\story\spt\f02_000_117_00_t002.spt
知ってるぜ探検部。,"I know, exploration club.",romfs\story\spt\f02_000_117_00_t002.spt
部室が地下の倉庫みてーなとこにある,"The club room is in the basement, in what looks like a warehouse.",romfs\story\spt\f02_000_117_00_t002.spt
あいつ～！,That guy~!,romfs\story\spt\f02_000_117_00_t003.spt
ことわる,turn down,romfs\story\spt\f02_010_115_00.spt
ひきうける,be responsible for,romfs\story\spt\f02_010_115_00.spt
下端,lower end,romfs\story\spt\f02_010_115_00.spt
右斜め,diagonally right,romfs\story\spt\f02_010_115_00.spt
左1,Left 1,romfs\story\spt\f02_010_115_00.spt
左3,Left 3,romfs\story\spt\f02_010_115_00.spt
左斜め,diagonally left,romfs\story\spt\f02_010_115_00.spt
横,"side (of a box, etc.)",romfs\story\spt\f02_010_115_00.spt
あ、ちょっ、部長さ――,"Oh, wait, Mr. Director...",romfs\story\spt\f02_010_115_00_t001.spt
あと、たったのふたりだね。,Only two more to go.,romfs\story\spt\f02_010_115_00_t001.spt
うわ,Aaargh!,romfs\story\spt\f02_010_115_00_t001.spt
うんそう。,"Yes, I do.",romfs\story\spt\f02_010_115_00_t001.spt
こ、こんにちは、えと――,"Hi, hello, um--",romfs\story\spt\f02_010_115_00_t001.spt
さて、さっそくだけど新入部員のきみに,"Now, without further ado, I'd like to give you, the new member of the club, a chance to",romfs\story\spt\f02_010_115_00_t001.spt
すぐにでも部員を増やさないと,We need to add more members to the club right away.,romfs\story\spt\f02_010_115_00_t001.spt
それじゃあ、よろしく。,"Well then, nice to meet you.",romfs\story\spt\f02_010_115_00_t001.spt
ちょっと待ってください。,Wait a minute.,romfs\story\spt\f02_010_115_00_t001.spt
てことは…,That means...,romfs\story\spt\f02_010_115_00_t001.spt
なに、たいしたことないんだ。,What? It's no big deal.,romfs\story\spt\f02_010_115_00_t001.spt
なんにんぐらい必要なんです？,How many do you need?,romfs\story\spt\f02_010_115_00_t001.spt
びっくりした！,I was surprised!,romfs\story\spt\f02_010_115_00_t001.spt
ぶ、部長さん？,Sir?,romfs\story\spt\f02_010_115_00_t001.spt
ほんのちょっとだよ。,It's just a little bit.,romfs\story\spt\f02_010_115_00_t001.spt
ぼくは今から大事な会議があるから,I have an important meeting now.,romfs\story\spt\f02_010_115_00_t001.spt
やあ。,Hi.,romfs\story\spt\f02_010_115_00_t001.spt
ウチはなぜだか生徒会長さまに,"For some reason, we were told by the student body president that",romfs\story\spt\f02_010_115_00_t001.spt
今の探検部って、ひょっとしたら,Maybe the current exploration club is a bit like,romfs\story\spt\f02_010_115_00_t001.spt
今後の活動内容を伝えに来たよ。,I'm here to tell you what we're going to do.,romfs\story\spt\f02_010_115_00_t001.spt
全部で４人いればＯＫらしいから,I've heard that four people in all is all that's needed.,romfs\story\spt\f02_010_115_00_t001.spt
全部で４人で、あとふたりって言いましたよね。,"You said there were four in all, and two more to go.",romfs\story\spt\f02_010_115_00_t001.spt
創部のときからロックオンされっぱなしでね。,I've been locked on to the club since its inception.,romfs\story\spt\f02_010_115_00_t001.spt
廃部にするって、今も絶賛おどされ中なんだ。,I'm still getting rave reviews that they're going to close it down.,romfs\story\spt\f02_010_115_00_t001.spt
探検部の未来はきみの双肩にかかってるからね～。,The future of the Exploration Club rests on your shoulders!,romfs\story\spt\f02_010_115_00_t001.spt
期待してるよ。,I'm counting on you.,romfs\story\spt\f02_010_115_00_t001.spt
簡単でしょ？,"Easy, right?",romfs\story\spt\f02_010_115_00_t001.spt
行かなきゃならないんだけど…,I have to go...,romfs\story\spt\f02_010_115_00_t001.spt
覚えてくれてたんだね～、うれしいよ。,I'm glad you remembered - I'm glad you did.,romfs\story\spt\f02_010_115_00_t001.spt
部員って…,I don't know if you're a member of the club...,romfs\story\spt\f02_010_115_00_t001.spt
部員を集めてほしいんだ。,I need you to get the club members together.,romfs\story\spt\f02_010_115_00_t001.spt
部員集め…,Gathering members...,romfs\story\spt\f02_010_115_00_t001.spt
部長さんとオレだけ？？,Just you and me?,romfs\story\spt\f02_010_115_00_t001.spt
ああああ,ah!,romfs\story\spt\f02_010_115_00_t002.spt
こんどはなんですか～？,What is it this time?,romfs\story\spt\f02_010_115_00_t002.spt
ねえちょっと聞きたいんだけど。,"Hey, let me ask you something.",romfs\story\spt\f02_010_115_00_t002.spt
はいはい,giddy-up (to a horse),romfs\story\spt\f02_010_115_00_t002.spt
まいったなあ、も～。,"Oh, man, what a mess!",romfs\story\spt\f02_010_115_00_t002.spt
部長！,Director!,romfs\story\spt\f02_010_115_00_t002.spt
ああ、そういえば…,"Oh, by the way...",romfs\story\spt\f02_010_115_00_t003.spt
あいつ前からわたしと,He's been with me for a while.,romfs\story\spt\f02_010_115_00_t003.spt
ある。,There are.,romfs\story\spt\f02_010_115_00_t003.spt
あんた探検部よね？,"You're the explorer, right?",romfs\story\spt\f02_010_115_00_t003.spt
う、う～ん？,"Umm, hmm?",romfs\story\spt\f02_010_115_00_t003.spt
お…,Oh...,romfs\story\spt\f02_010_115_00_t003.spt
きっとさらわれたんだと思う。,I'm sure they were kidnapped.,romfs\story\spt\f02_010_115_00_t003.spt
くれないの？,You won't give it to me?,romfs\story\spt\f02_010_115_00_t003.spt
するくらいだったら、相談なんてしないわ。,I wouldn't be asking for advice if I didn't have to.,romfs\story\spt\f02_010_115_00_t003.spt
そ、そうみたい。,"Yes, it seems so.",romfs\story\spt\f02_010_115_00_t003.spt
それより――,I'm more interested in...,romfs\story\spt\f02_010_115_00_t003.spt
それより、まだ質問に答えてもらってないわ。,"More importantly, you still haven't answered my question.",romfs\story\spt\f02_010_115_00_t003.spt
そんなに許せないのかしらね～　はぁやだやだ。,I wonder if it's that unforgivable~ hahaha.,romfs\story\spt\f02_010_115_00_t003.spt
だったらなに？,Then what?,romfs\story\spt\f02_010_115_00_t003.spt
とうとう実力行使に出たんだと思う。,I think they finally used force.,romfs\story\spt\f02_010_115_00_t003.spt
どうしてそう思うのさ。,What makes you think that?,romfs\story\spt\f02_010_115_00_t003.spt
どうでもいいでしょそんなこと。,You don't care about that.,romfs\story\spt\f02_010_115_00_t003.spt
